job_id,date_time,roast_amount_kg,1st_malt_amount_kg,2nd_malt_amount_kg,mt_temperature,mt_time,wk_temperature,wk_steam,wk_time,total_cold_wort,ph,extract,color,woc_time,whp_transfer_time,whp_rest_time,roast_color,1st_malt_color,2nd_malt_color,product
2449960768,2020-10-25 17:38:00,21.39239502,23908.36533,0.0,67.91601934,6718.75,105.2028961,8825.75,6710.15,1127.675,,14.85530839,14.35355096,3935.575,883.65,14.49458333,908.375,6.127499795,6.557499897,HNK
2449960799,2020-10-25 19:33:00,21.17751312,24607.2875,0.0,67.03761578,6357.55,105.2377529,8213.0,6397.325,1122.3,,15.27002635,13.84742208,3717.35,824.525,14.49458333,908.375,6.557499897,6.127499795,HNK
2449960832,2020-10-25 22:38:00,21.28498688,23647.20542,0.0,67.20841408,6331.75,105.2377529,8148.5,6417.75,1122.3,,15.55889282,14.04401748,3598.025,828.825,14.49458333,908.375,6.557499897,6.127499795,HNK
2449960863,2020-10-26 01:42:00,21.17751312,23471.71167,0.0,68.00316133,6379.05,105.303989,8073.25,6417.75,1118.0,,15.6537843,14.18832667,4360.2,826.675,14.49458333,908.375,6.557499897,6.127499795,HNK
2449960911,2020-10-26 03:26:00,21.5,23393.88125,0.0,68.8815649,6511.275,105.3388458,7783.0,6455.375,1140.575,,15.45319728,13.38207718,4455.875,965.35,14.49458333,908.375,6.557499897,6.127499795,HNK
2449967551,2020-11-14 19:56:00,21.17757874,23385.06709,0.0,67.38270216,6592.975,105.0111837,8137.75,6905.8,1109.4,5.574941659,15.2280885,44.99,4308.6,827.75,14.49458333,908.375,6.45,6.45,HNK
2449967574,2020-11-14 21:43:00,21.17751312,23385.75366,0.0,67.72778854,6560.725,105.0634689,7772.25,6526.325,1118.0,5.30019629,15.09267805,44.99,4624.65,827.75,14.49458333,908.375,6.45,6.45,HNK
2449967631,2020-11-15 01:25:00,21.39252625,23389.40908,0.0,75.64737568,8498.95,105.269124,7912.0,6275.85,1121.225,5.372420597,15.48277788,44.99,3594.8,823.45,14.49458333,908.375,6.45,6.019999897,HNK
2449967683,2020-11-15 03:13:00,21.28498688,23392.86084,0.0,70.99740524,8478.525,104.7881002,7643.25,6698.325,1119.075,5.724270737,15.50440857,44.99,3602.325,826.675,14.49458333,908.375,6.45,6.019999897,HNK
2449967723,2020-11-15 07:07:00,21.50006561,23393.93584,0.0,68.53647852,6703.7,104.822957,7460.5,6400.55,1122.3,5.671078241,15.93353777,13.88820453,3599.1,832.05,14.49458333,908.375,6.45,6.019999897,HNK
2449969370,2020-11-20 01:32:00,21.17751312,23392.05459,0.0,67.71036015,6352.175,105.2377529,7890.5,6438.175,1112.625,5.70963037,15.09919934,14.37446504,4460.175,828.825,14.49458333,908.375,6.45,6.45,HNK
2449969423,2020-11-20 04:48:00,21.17751312,23569.96709,0.0,67.89859095,6531.7,105.2028961,7729.25,6436.025,1115.85,5.647165966,15.61527779,14.06388586,4039.85,823.45,14.5125,908.375,6.45,6.019999897,HNK
2449969447,2020-11-20 07:18:00,21.5,14065.03125,9911.510498,69.53514214,6945.575,105.1331825,7707.75,6358.625,1112.625,5.661806333,15.51051672,13.24822452,4025.875,827.75,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969480,2020-11-20 10:24:00,21.28501968,14046.79929,9303.53396,67.03761578,6876.775,105.2028961,7611.0,6384.425,1114.775,5.743790543,15.64158955,13.07254422,4036.625,822.375,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969512,2020-11-20 13:29:00,21.28505249,13453.89375,9302.24375,66.93304129,6855.275,105.2028961,7772.25,6376.9,1114.775,5.806254947,15.22986414,12.85503371,4775.15,821.3,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969544,2020-11-20 15:23:00,21.28498688,13443.62771,9296.22417,67.00275898,6868.175,105.2377529,7492.75,6418.825,1115.85,5.796494532,15.08163767,13.43436289,4105.425,822.375,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969584,2020-11-20 18:29:00,21.28500328,13442.38054,9302.340332,67.10732937,7075.65,105.1680393,7879.75,6441.4,1114.775,,15.56660643,14.57106044,3881.825,833.125,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969617,2020-11-20 21:37:00,21.28500328,13442.16533,9302.071582,66.86681337,6975.675,105.2377529,7933.5,6655.325,1120.15,5.984863734,15.02041376,12.9481034,3603.4,824.525,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969660,2020-11-20 23:38:00,21.28499508,13441.57429,9290.999292,76.57806854,6772.5,105.2377529,7557.25,6371.525,1122.3,5.994135642,15.10705084,12.61765585,3635.65,825.6,14.49458333,908.375,6.127499795,6.019999897,HNK
2449969691,2020-11-21 03:00:00,21.17750492,13446.90625,9295.352832,67.00275898,6856.35,105.269124,7783.0,6407.0,1121.225,5.97022388,15.05955794,12.2150537,3592.65,867.525,14.49458333,908.375,6.127499795,6.127499795,HNK
